"","Breast Epithelial","CD4+","Urothelial","Jurkat","KMBC2","MDA-MB-231","MCF7"
"GTSE1",-0.735424888146104,-0.555894068418686,-0.767424146603523,1.39060088130371,0.830288392046194,1.07017863119434,0.613509524164253
"GRHL1",0.277222856766781,-0.64073843493695,0.618100150769505,-0.493693198330873,0.319604023726199,-1.68779546563215,0.559841367852589
"POLK",0.0205151214410341,0.30144381098168,-0.180316337602349,0.119755265152473,-0.561043547467463,-0.539179803443322,-0.787387033488777
"TRPS1",5.27376338028972,0.0419258693895921,-0.733286052349191,-1.330224742586,-1.54721710358903,-0.636557497142172,0.92216481886437
"IKZF3",-0.677367368966859,1.67748786747871,-0.532796552064261,-0.467948017564798,-1.25310218015063,-1.77449356154433,-1.57026612244796
"ZMIZ1",-0.00495395071473643,-0.265744861268283,0.189353981058553,0.74750606043948,0.114046818550355,0.923208120806685,0.71774555913504
"SOX13",-0.52159151539399,-0.624904692591711,-0.384456539386595,-1.11889406614408,0.58791813217225,0.587125850878446,0.61599721224451
"RNF114",0.866468643761251,1.43316780649167,0.413371279302664,1.36195196573511,1.06703318052939,1.24822708990406,1.87994940735633
"AR",0.549870128861155,-0.64564477552484,-0.234630610493992,-1.37947498954562,-1.54421372972414,-0.142502798305797,0.122908881099304
"PGR",0.033600070927774,-0.652859058725273,-0.798115674812987,-1.37947498954562,-1.54721710358903,-1.7634994048641,0.0637561044341971
"HOXA5",-0.606964187126873,-0.651657986549357,-0.439805731558928,0.230381235813587,0.268678592556445,-1.79609266431506,-0.269917481339165
"FOXP3",-0.758727379834932,-0.272268331713942,-0.79343480136913,-1.03491021283535,-1.36912143766965,-1.71647067888792,-1.23112059059609
"SMARCD3",-0.437017957166665,-0.491962488022244,-0.622473731936925,0.73522319580415,-0.918962396794213,-0.617824978756433,-0.0124611643852148
