Experiment	Cell_subclass	Protein	NR3C1|Average	SRX3229187|Breast_cancer	SRX8520802|HCC1187	SRX8520803|HCC1937	SRX8520804|HCC70	SRX1161165|MCF-7	SRX1161166|MCF-7	SRX1161167|MCF-7	SRX19024866|MCF-7	SRX19024868|MCF-7	SRX19024870|MCF-7	SRX19024878|MCF-7	SRX19024879|MCF-7	SRX19024880|MCF-7	SRX3229135|MCF-7	SRX8520805|MCF-7	SRX3070467|MCF_10A	SRX3070469|MCF_10A	SRX3070471|MCF_10A	SRX3070472|MCF_10A	SRX3070473|MCF_10A	SRX3070474|MCF_10A	SRX3070475|MCF_10A	SRX3070476|MCF_10A	SRX495666|MDA-MB-231	SRX495667|MDA-MB-231	SRX495668|MDA-MB-231	SRX495669|MDA-MB-231	SRX495670|MDA-MB-231	SRX495671|MDA-MB-231	SRX8520806|MDA-MB-231	SRX8520807|MDA-MB-361	SRX8520808|MDA-MB-453	SRX8520809|SUM_159PT	SRX1161196|T-47D	SRX1161197|T-47D	SRX5401859|T-47D	SRX5401860|T-47D	SRX5401861|T-47D	SRX1161179|ZR-75-1	SRX1161180|ZR-75-1	SRX1161181|ZR-75-1	SRX1161182|ZR-75-1	STRING
SRX8520805	MCF-7	NR3C1	4.390244	0	0	9	9	0	9	9	9	9	9	9	9	9	9	10	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	0	9	9	0	0	0	9	0	0	0	9	9	0
SRX8520803	HCC1937	NR3C1	4.390244	0	9	10	9	0	9	9	0	0	0	9	9	9	9	9	0	9	9	0	9	0	9	0	0	0	0	0	0	0	9	9	9	9	0	0	0	9	0	0	0	9	9	0
SRX8520808	MDA-MB-453	NR3C1	4.170732	0	0	9	9	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	9	10	0	0	0	0	9	0	0	0	9	9	0
SRX3229192	Breast_cancer	PGR	4.000000	0	0	9	0	0	9	9	0	9	9	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	6	9	0	0	0	0	9	0	0	0	9	9	0
SRX1012659	MCF-7	PGR	4.000000	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	0
SRX1012658	MCF-7	PGR	3.857143	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX11374764	T-47D	PGR	3.785714	0	0	9	0	0	9	9	0	9	9	9	9	9	9	9	0	0	9	0	9	0	0	0	0	0	0	0	0	0	9	0	9	0	6	0	0	9	0	0	0	9	9	0
SRX5401860	T-47D	NR3C1	3.731707	0	9	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	0	9	9	0	0	0	10	0	0	0	9	9	0
SRX1012660	MCF-7	PGR	3.642857	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	9	0	0	0	9	9	0
SRX1161182	ZR-75-1	NR3C1	3.585366	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	6	9	9	10	0
SRX1161181	ZR-75-1	NR3C1	3.585366	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	6	9	10	9	0
SRX1012654	MCF-7	PGR	3.571429	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	0
SRX1012653	MCF-7	PGR	3.428571	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX19024879	MCF-7	NR3C1	3.219512	0	0	9	0	0	9	9	9	9	9	9	10	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	0
SRX19024878	MCF-7	NR3C1	3.219512	0	0	9	0	0	9	9	9	9	9	10	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	0
SRX2871365	T-47D	PGR	3.214286	0	9	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	0
SRX2871364	T-47D	PGR	3.214286	0	9	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	0
SRX1012655	MCF-7	PGR	3.214286	0	0	9	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX3070475	MCF_10A	NR3C1	3.170732	0	9	9	9	0	0	0	0	0	0	0	0	0	0	9	4	9	9	6	9	6	10	6	0	0	0	9	0	0	9	0	9	9	0	0	0	9	0	0	0	0	0	0
SRX5702619	T-47D	AR	3.142857	0	0	9	0	0	9	9	9	9	9	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX5128131	ZR-75-1	AR	3.142857	0	0	9	0	0	9	9	0	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	900
SRX3070473	MCF_10A	NR3C1	3.097561	0	9	9	9	0	0	0	0	0	0	0	0	0	0	9	4	9	9	6	10	6	9	6	0	0	0	6	0	0	9	0	9	9	0	0	0	9	0	0	0	0	0	0
SRX3070471	MCF_10A	NR3C1	3.097561	0	9	9	9	0	0	0	0	0	0	0	0	0	0	9	4	9	10	6	9	6	9	6	0	0	0	6	0	0	9	0	9	9	0	0	0	9	0	0	0	0	0	0
SRX3229135	MCF-7	NR3C1	3.073171	0	0	9	0	0	9	9	9	9	9	9	9	9	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX19024880	MCF-7	NR3C1	3.073171	0	0	9	0	0	9	9	9	9	9	9	9	10	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX1161167	MCF-7	NR3C1	3.073171	0	0	9	0	0	9	10	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX1161166	MCF-7	NR3C1	3.073171	0	0	9	0	0	10	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX5128109	ZR-75-1	AR	3.000000	0	0	9	0	0	0	0	0	0	0	9	9	9	9	9	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	9	9	0	0	0	0	9	0	0	0	9	9	900
SRX11149855	MFM-223	AR	3.000000	0	0	9	0	0	9	9	0	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX7262857	Breast_cancer_cells	AR	2.928571	0	0	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	9	0	0	0	9	9	900
SRX1070161	MDA-MB-453	AR	2.857143	0	9	6	0	0	9	9	0	0	0	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	900
SRX10365514	MCF-7	AR	2.785714	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	900
SRX1070162	MDA-MB-453	AR	2.714286	0	9	0	0	0	9	9	0	0	0	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	900
SRX3229189	Breast_cancer	PGR	2.642857	0	9	6	0	0	9	9	0	0	0	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX19024870	MCF-7	NR3C1	2.634146	0	0	0	0	0	9	9	9	9	10	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	0
SRX19024868	MCF-7	NR3C1	2.634146	0	0	0	0	0	9	9	9	10	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	0
SRX19024866	MCF-7	NR3C1	2.634146	0	0	0	0	0	9	9	10	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	0
SRX1012648	MCF-7	EP300	2.571429	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	914
SRX1070163	MDA-MB-453	AR	2.571429	0	0	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX1070160	MDA-MB-453	AR	2.571429	0	0	9	0	0	9	9	0	0	0	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX1012643	MCF-7	EP300	2.500000	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	914
SRX7262858	Breast_cancer_cells	AR	2.500000	0	0	9	0	0	9	9	0	0	0	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX10365550	MCF-7	NCOA3	2.500000	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX1012642	MCF-7	EP300	2.428571	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	914
SRX10365515	MCF-7	AR	2.428571	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	900
SRX1012644	MCF-7	EP300	2.380952	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	914
SRX1339017	MDA-MB-453	AR	2.357143	0	0	0	0	0	9	9	0	0	0	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX6098146	MCF-7	GATA3	2.357143	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5401864	T-47D	PGR	2.357143	0	9	9	0	0	0	0	0	0	0	0	9	0	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	0
SRX5203318	MCF-7	FOXA1	2.357143	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX361226	MCF-7	GATA3	2.357143	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX361222	MCF-7	GATA3	2.357143	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX8520806	MDA-MB-231	NR3C1	2.341463	0	9	9	9	0	0	0	0	0	0	0	0	0	0	9	0	6	9	0	9	0	9	0	0	0	0	9	0	0	10	0	0	9	0	0	0	9	0	0	0	0	0	0
SRX10365537	MCF-7	RAC1	2.333333	0	0	0	0	0	9	9	9	9	9	9	9	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX1012649	MCF-7	EP300	2.285714	0	0	0	0	0	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	914
SRX1339018	MDA-MB-453	AR	2.285714	0	0	0	0	0	9	9	0	0	0	9	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	900
SRX6712571	MCF-7	CBX3	2.285714	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX11374765	T-47D	PGR	2.285714	0	9	9	0	0	0	0	0	0	0	0	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	0	0	9	9	0
SRX8520804	HCC70	NR3C1	2.268293	0	6	9	10	0	0	0	0	0	0	0	0	0	0	9	0	9	9	0	9	0	9	0	0	0	0	0	0	0	9	9	9	6	0	0	0	0	0	0	0	0	0	0
SRX5203314	MCF-7	FOXA1	2.190476	0	0	0	0	0	9	9	9	9	9	9	9	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX6712580	MCF-7	GATA3	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX6098148	MCF-7	GATA3	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX6098147	MCF-7	GATA3	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5203311	MCF-7	FOXA1	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX4115995	MCF-7	FOXA1	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3990982	T-47D	PGR	2.142857	0	9	6	0	0	0	9	0	0	0	0	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	9	9	0
SRX1787651	MCF-7	FOXA1	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX13327988	MCF-7	GATA3	2.142857	0	0	0	0	0	9	9	9	9	9	9	9	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0
SRX5089386	MCF-7	ARID1A	2.071429	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	902
SRX5534841	MCF-7	FOXA1	2.071429	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX5323848	MCF-7	FOXA1	2.071429	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX5323844	MCF-7	FOXA1	2.071429	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX10365541	MCF-7	RAC1	2.071429	0	0	0	0	0	9	9	9	6	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX8520809	SUM_159PT	NR3C1	2.048780	0	9	9	6	0	0	0	0	0	0	0	0	0	0	9	0	6	9	0	9	0	9	0	0	0	0	0	0	0	9	0	0	10	0	0	0	9	0	0	0	0	0	0
SRX3070469	MCF_10A	NR3C1	2.048780	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	10	9	9	9	9	9	9	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0
SRX1012618	T-47D	PGR	2.000000	0	9	9	0	0	0	0	0	0	0	0	9	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX5323846	MCF-7	FOXA1	1.976190	0	0	0	0	0	9	9	9	2	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5089385	MCF-7	ARID1A	1.952381	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	902
SRX5323847	MCF-7	FOXA1	1.952381	0	0	0	0	0	9	9	9	1	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5203307	MCF-7	FOXA1	1.952381	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0
SRX5203298	MCF-7	FOXA1	1.952381	0	0	0	0	0	9	9	9	9	9	9	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX9719184	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX9719183	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX9719179	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX6487051	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5323850	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5323849	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5323845	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5323843	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5203303	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX5203294	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX5057632	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX4815192	MCF-7	TLE3	1.928571	0	0	0	0	0	9	9	9	6	6	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3990984	T-47D	PGR	1.928571	0	9	6	0	0	0	0	0	0	0	0	9	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	9	9	0
SRX1787655	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX1787654	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX176866	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX15826236	MCF-7	KDM6A	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX150524	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX13327987	MCF-7	GATA3	1.928571	0	0	0	0	0	9	9	9	9	9	9	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0
SRX1161175	MCF-7	FOXA1	1.928571	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX11374767	T-47D	PGR	1.928571	0	9	6	0	0	0	0	0	0	0	0	9	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX11374766	T-47D	PGR	1.928571	0	9	6	0	0	0	0	0	0	0	0	9	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX1012647	MCF-7	EP300	1.880952	0	0	0	0	0	9	9	9	9	9	4	6	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914
SRX11120875	MCF-7	MAU2	1.880952	0	0	0	0	0	9	9	0	0	4	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	9	9	0
SRX6098145	MCF-7	TRPS1	1.857143	0	0	0	0	0	9	9	9	9	9	9	9	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX4663589	MCF-7	NCOA3	1.857143	0	0	0	0	0	9	9	6	0	6	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX3229190	Breast_cancer	PGR	1.857143	6	0	0	0	0	9	0	0	0	0	9	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	0
SRX150642	MCF-7	ZNF217	1.857143	0	0	0	0	0	9	9	9	9	9	9	9	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX495669	MDA-MB-231	NR3C1	1.829268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	9	0	9	9	9	10	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX9719181	MCF-7	GATA3	1.809524	0	0	0	0	0	9	9	9	9	9	9	9	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX9719180	MCF-7	GATA3	1.809524	0	0	0	0	0	9	9	9	9	9	9	9	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX8537752	T-47D	GATA3	1.809524	0	0	0	0	0	9	9	9	9	9	9	9	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX185907	MCF-7	FOXM1	1.809524	0	0	0	0	0	9	9	9	9	9	4	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX11120893	MCF-7	MAU2	1.809524	0	0	0	0	0	9	9	9	9	9	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5089382	MCF-7	ARID1A	1.785714	0	0	0	0	0	9	9	9	2	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	902
SRX1012623	T-47D	PGR	1.785714	0	9	9	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX1012621	T-47D	PGR	1.785714	0	9	9	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX9719182	MCF-7	GATA3	1.761905	0	0	0	0	0	9	9	9	9	9	9	9	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5089380	MCF-7	ARID1A	1.738095	0	0	0	0	0	9	9	9	9	9	9	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX5089377	MCF-7	ARID1A	1.738095	0	0	0	0	0	9	9	9	9	9	9	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX5089376	MCF-7	ARID1A	1.738095	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	902
