,,,,,,,,Two color points Chart 1:,,,,,,,,,,,,,,,FDR cut-off,
ID,Uniprot Accession,Description,gene_name,-Log Student's T-test p-value,Student's T-test Difference,FDR Significant ,significant or not,Significant,Not significant,MS/MS count 957,MS/MS count 958,MS/MS count 959,MS/MS count 960,MS/MS count 961,MS/MS count 962,LFQ intensity 957,LFQ intensity 958,LFQ intensity 959,LFQ intensity 960,LFQ intensity 961,LFQ intensity 962,,x,y
377,O60934,Nibrin,NBN,0.050,0.063,,Not_Significant,#N/A,0.063,1,0,4,0,0,1,20.590,19.905,21.173,20.036,20.770,20.673,,25.0,1.0
383,O75083,WD repeat-containing protein 1,WDR1,4.402,0.464,,Not_Significant,#N/A,0.464,37,33,29,18,17,22,26.473,26.505,26.525,26.007,26.034,26.070,,25.0,1.0
388,O75131,Copine-3,CPNE3,2.739,0.516,,Not_Significant,#N/A,0.516,13,11,16,10,5,6,25.003,25.037,25.056,24.643,24.496,24.408,,25.0,1.0
389,O75146,Huntingtin-interacting protein 1-related protein,HIP1R,1.970,-0.876,,Not_Significant,#N/A,-0.876,6,6,6,5,5,3,22.041,22.331,22.197,22.772,23.046,23.378,,25.0,1.0
390,O75150,E3 ubiquitin-protein ligase BRE1B,RNF40,0.397,0.448,,Not_Significant,#N/A,0.448,11,4,8,5,1,4,22.545,21.120,22.005,21.487,21.016,21.823,,25.0,1.0
393,O75153,Clustered mitochondria protein homolog,CLUH,0.530,0.249,,Not_Significant,#N/A,0.249,13,3,12,1,4,2,23.170,22.825,22.978,22.931,22.915,22.380,,25.0,1.0
402,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,1.519,-0.667,,Not_Significant,#N/A,-0.667,3,3,7,1,3,3,22.523,22.886,22.484,23.008,23.337,23.549,,25.0,1.0
405,O75330,Hyaluronan mediated motility receptor,HMMR,0.440,-1.435,,Not_Significant,#N/A,-1.435,5,2,3,3,1,3,22.702,20.283,19.377,20.254,23.218,23.195,,25.0,1.0
406,O75340,Programmed cell death protein 6,PDCD6,0.440,0.150,,Not_Significant,#N/A,0.150,8,10,9,8,5,8,24.906,24.988,25.190,25.015,24.640,24.980,,24.9,1.0
407,O75347,Tubulin-specific chaperone A,TBCA,0.852,0.469,,Not_Significant,#N/A,0.469,6,9,6,3,2,3,23.849,24.205,23.472,23.659,23.207,23.252,,24.9,1.0
408,O75348;O95670,V-type proton ATPase subunit G 1;V-type proton ATPase subunit G 2,ATP6V1G1;ATP6V1G2,0.844,0.466,,Not_Significant,#N/A,0.466,3,3,5,3,4,4,23.114,22.965,23.554,22.850,23.000,22.384,,24.9,1.0
409,O75351,Vacuolar protein sorting-associated protein 4B,VPS4B,1.705,0.835,,Not_Significant,#N/A,0.835,5,4,4,2,1,2,23.033,23.224,23.066,22.700,22.069,22.049,,24.9,1.0
412,O75367,Core histone macro-H2A.1,H2AFY,0.752,0.264,,Not_Significant,#N/A,0.264,15,10,11,7,7,6,25.521,25.115,25.348,25.087,25.243,24.861,,24.9,1.0
414,O75369,Filamin-B,FLNB,3.014,0.401,,Not_Significant,#N/A,0.401,130,138,134,84,83,73,26.643,26.750,26.635,26.328,26.235,26.263,,24.9,1.0
415,O75376,Nuclear receptor corepressor 1,NCOR1,0.810,0.655,,Not_Significant,#N/A,0.655,5,5,14,0,0,0,20.884,20.392,21.673,20.337,20.370,20.275,,24.9,1.0
417,O75382,Tripartite motif-containing protein 3,TRIM3,1.491,-0.580,,Not_Significant,#N/A,-0.580,4,3,3,3,1,6,21.990,21.684,22.128,22.399,22.381,22.759,,24.9,1.0
418,O75390,"Citrate synthase, mitochondrial",CS,0.476,-0.294,,Not_Significant,#N/A,-0.294,4,13,5,4,4,4,24.997,25.540,24.717,25.201,25.595,25.340,,24.9,1.0
421,O75396,Vesicle-trafficking protein SEC22b,SEC22B,0.442,0.163,,Not_Significant,#N/A,0.163,9,8,6,5,5,5,23.343,23.808,23.392,23.461,23.324,23.267,,24.9,1.0
422,O75400,Pre-mRNA-processing factor 40 homolog A,PRPF40A,1.717,-0.666,,Not_Significant,#N/A,-0.666,7,4,5,8,6,6,24.800,24.459,24.315,25.237,24.998,25.337,,24.8,1.0
424,O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,2.627,0.805,,Not_Significant,#N/A,0.805,10,7,10,2,2,1,23.189,23.234,22.982,22.187,22.315,22.489,,24.8,1.0
425,O75439,Mitochondrial-processing peptidase subunit beta,PMPCB,1.050,-0.394,,Not_Significant,#N/A,-0.394,8,12,7,6,10,7,23.688,24.026,24.194,24.194,24.374,24.522,,24.8,1.0
427,O75475,PC4 and SFRS1-interacting protein,PSIP1,0.774,1.511,,Not_Significant,#N/A,1.511,4,1,0,0,0,0,22.591,22.721,20.669,19.292,20.874,21.284,,24.8,1.0
429,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,0.303,-0.211,,Not_Significant,#N/A,-0.211,7,6,4,6,8,5,22.989,23.241,23.076,22.819,23.765,23.356,,24.8,1.0
430,O75494,Serine/arginine-rich splicing factor 10,SRSF10,0.688,-1.195,,Not_Significant,#N/A,-1.195,2,0,3,3,3,8,23.126,23.556,21.047,23.848,23.469,23.996,,24.8,1.0
433,O75531,"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed",BANF1,0.702,0.703,,Not_Significant,#N/A,0.703,9,12,10,7,4,2,26.090,25.746,25.801,25.764,25.458,24.305,,24.8,1.0
434,O75533,Splicing factor 3B subunit 1,SF3B1,0.775,-0.249,,Not_Significant,#N/A,-0.249,31,13,16,16,16,15,23.753,23.264,23.515,23.705,23.727,23.846,,24.8,1.0
435,O75534,Cold shock domain-containing protein E1,CSDE1,0.694,0.200,,Not_Significant,#N/A,0.200,20,18,15,13,8,12,23.948,24.307,23.981,23.751,23.927,23.958,,24.8,1.0
436,O75569,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,PRKRA,0.397,0.975,,Not_Significant,#N/A,0.975,5,4,6,2,1,2,22.811,22.332,22.392,22.318,19.504,22.790,,24.8,1.0
443,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,1.225,-0.182,,Not_Significant,#N/A,-0.182,43,29,37,27,19,27,24.256,24.065,24.203,24.364,24.283,24.424,,24.7,1.0
444,O75663,TIP41-like protein,TIPRL,0.414,1.580,,Not_Significant,#N/A,1.580,8,6,8,2,3,2,24.118,24.263,24.168,19.388,23.833,24.588,,24.7,1.0
449,O75694,Nuclear pore complex protein Nup155,NUP155,2.180,0.457,,Not_Significant,#N/A,0.457,29,26,28,16,19,14,24.593,24.645,24.763,24.263,24.066,24.300,,24.7,1.0
450,O75717,WD repeat and HMG-box DNA-binding protein 1,WDHD1,1.080,1.225,,Not_Significant,#N/A,1.225,12,4,6,2,0,2,22.889,21.872,22.074,21.786,20.286,21.088,,24.7,1.0
451,O75764,Transcription elongation factor A protein 3,TCEA3,0.586,1.106,,Not_Significant,#N/A,1.106,3,0,3,0,0,0,20.917,19.946,22.683,20.489,20.143,19.598,,24.7,1.0
454,O75821,Eukaryotic translation initiation factor 3 subunit G,EIF3G,0.060,0.026,,Not_Significant,#N/A,0.026,8,7,10,7,4,6,24.549,24.232,24.426,24.485,24.504,24.139,,24.7,1.0
455,O75822,Eukaryotic translation initiation factor 3 subunit J,EIF3J,0.629,0.997,,Not_Significant,#N/A,0.997,2,3,1,1,0,0,22.292,22.234,20.380,20.968,19.959,20.987,,24.7,1.0
457,O75832,26S proteasome non-ATPase regulatory subunit 10,PSMD10,0.379,0.215,,Not_Significant,#N/A,0.215,2,2,3,2,1,1,22.275,22.151,22.341,22.023,21.648,22.450,,24.7,1.0
458,O75843,AP-1 complex subunit gamma-like 2,AP1G2,0.780,1.078,,Not_Significant,#N/A,1.078,4,1,4,1,1,1,22.965,22.200,22.824,22.432,21.879,20.445,,24.7,1.0
459,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,0.657,0.177,,Not_Significant,#N/A,0.177,4,4,2,1,2,1,22.968,22.935,22.686,22.705,22.820,22.532,,24.7,1.0
460,O75880,"Protein SCO1 homolog, mitochondrial",SCO1,1.174,2.061,,Not_Significant,#N/A,2.061,0,2,3,0,0,1,21.705,23.119,23.359,21.931,19.819,20.251,,24.6,1.0
461,O75884,Putative hydrolase RBBP9,RBBP9,1.036,1.029,,Not_Significant,#N/A,1.029,3,4,4,1,2,0,22.930,23.059,23.456,22.494,22.619,21.244,,24.6,1.0
462,O75886,Signal transducing adapter molecule 2,STAM2,1.472,-0.299,,Not_Significant,#N/A,-0.299,3,1,2,4,3,1,21.268,21.583,21.364,21.712,21.681,21.718,,24.6,1.0
464,O75909,Cyclin-K,CCNK,0.491,0.765,,Not_Significant,#N/A,0.765,1,0,0,1,1,0,21.725,21.323,20.387,19.296,21.092,20.752,,24.6,1.0
466,O75934,Pre-mRNA-splicing factor SPF27,BCAS2,0.973,0.414,,Not_Significant,#N/A,0.414,6,4,7,2,2,4,24.293,23.946,24.502,24.013,23.869,23.616,,24.6,1.0
467,O75935,Dynactin subunit 3,DCTN3,0.857,-0.329,,Not_Significant,#N/A,-0.329,3,3,2,2,2,3,23.026,23.122,23.150,23.680,23.513,23.093,,24.6,1.0
468,O75937,DnaJ homolog subfamily C member 8,DNAJC8,0.505,-0.382,,Not_Significant,#N/A,-0.382,2,1,2,0,2,0,25.278,26.004,25.880,26.312,25.616,26.380,,24.6,1.0
469,O75940,Survival of motor neuron-related-splicing factor 30,SMNDC1,0.473,1.192,,Not_Significant,#N/A,1.192,2,2,1,0,1,0,20.858,22.414,22.630,19.324,22.537,20.464,,24.6,1.0
470,O75947,"ATP synthase subunit d, mitochondrial",ATP5H,1.130,0.598,,Not_Significant,#N/A,0.598,7,8,7,2,1,4,23.860,24.362,24.470,23.807,23.307,23.786,,24.6,1.0
471,O75955,Flotillin-1,FLOT1,1.374,-0.452,,Not_Significant,#N/A,-0.452,20,13,20,15,14,19,24.216,23.935,24.409,24.612,24.536,24.768,,24.6,1.0
473,O75964,"ATP synthase subunit g, mitochondrial",ATP5L,0.965,0.627,,Not_Significant,#N/A,0.627,7,9,8,4,5,5,24.468,25.426,24.892,24.116,24.542,24.246,,24.5,1.0
474,O76003,Glutaredoxin-3,GLRX3,0.215,0.098,,Not_Significant,#N/A,0.098,7,4,5,3,5,5,23.894,23.547,23.571,23.842,23.391,23.485,,24.5,1.0
475,O76021,Ribosomal L1 domain-containing protein 1,RSL1D1,0.155,0.528,,Not_Significant,#N/A,0.528,3,1,0,0,2,0,23.076,21.593,20.782,20.931,23.322,19.613,,24.5,1.0
478,O76041,Nebulette,NEBL,0.095,-0.065,,Not_Significant,#N/A,-0.065,3,4,2,0,3,3,22.228,22.053,21.691,21.731,22.059,22.377,,24.5,1.0
480,O76071,Probable cytosolic iron-sulfur protein assembly protein CIAO1,CIAO1,2.107,0.443,,Not_Significant,#N/A,0.443,3,2,2,0,0,2,23.600,23.463,23.527,23.097,23.222,22.944,,24.5,1.0
482,O76094,Signal recognition particle subunit SRP72,SRP72,0.540,-0.187,,Not_Significant,#N/A,-0.187,13,9,12,8,3,4,23.880,23.558,24.037,24.070,23.893,24.075,,24.5,1.0
485,O94776,Metastasis-associated protein MTA2,MTA2,1.774,0.757,,Not_Significant,#N/A,0.757,10,9,12,4,3,7,23.926,23.623,24.015,23.155,22.814,23.326,,24.5,1.0
486,O94822,E3 ubiquitin-protein ligase listerin,LTN1,1.534,1.231,,Not_Significant,#N/A,1.231,5,2,3,0,0,0,21.413,21.723,22.261,20.849,20.019,20.838,,24.5,1.0
487,O94826,Mitochondrial import receptor subunit TOM70,TOMM70A,0.231,-0.087,,Not_Significant,#N/A,-0.087,12,15,13,7,9,5,23.948,24.270,24.344,24.114,24.398,24.313,,24.5,1.0
491,O94874,E3 UFM1-protein ligase 1,UFL1,2.010,0.510,,Not_Significant,#N/A,0.510,14,7,15,2,2,4,23.415,23.535,23.455,22.776,22.960,23.138,,24.5,1.0
492,O94880,PHD finger protein 14,PHF14,0.177,0.228,,Not_Significant,#N/A,0.228,3,2,1,0,0,0,21.658,20.814,19.985,20.453,20.701,20.621,,24.4,1.0
493,O94888,UBX domain-containing protein 7,UBXN7,0.545,0.511,,Not_Significant,#N/A,0.511,2,1,0,1,0,1,21.835,20.604,21.533,21.073,20.914,20.453,,24.4,1.0
494,O94901,SUN domain-containing protein 1,SUN1,0.178,-0.437,,Not_Significant,#N/A,-0.437,8,1,5,2,2,3,22.376,19.516,22.151,21.628,21.616,22.110,,24.4,1.0
495,O94903,Proline synthase co-transcribed bacterial homolog protein,PROSC,0.713,3.214,,Not_Significant,#N/A,3.214,3,4,2,0,0,0,25.711,25.752,19.581,20.826,20.249,20.328,,24.4,1.0
496,O94905,Erlin-2,ERLIN2,1.795,0.339,,Not_Significant,#N/A,0.339,15,16,15,8,8,5,25.286,25.253,25.204,25.015,24.749,24.963,,24.4,1.0
497,O94906,Pre-mRNA-processing factor 6,PRPF6,0.523,-0.295,,Not_Significant,#N/A,-0.295,17,9,10,10,8,12,23.143,22.799,23.266,23.670,22.975,23.449,,24.4,1.0
498,O94915,Protein furry homolog-like,FRYL,1.545,0.650,,Not_Significant,#N/A,0.650,1,0,3,0,0,0,21.166,20.894,20.776,20.472,20.429,19.985,,24.4,1.0
506,O95049,Tight junction protein ZO-3,TJP3,0.338,0.240,,Not_Significant,#N/A,0.240,3,0,2,1,0,0,21.327,20.650,21.044,20.995,20.974,20.330,,24.4,1.0
507,O95071,E3 ubiquitin-protein ligase UBR5,UBR5,0.639,-3.005,,Not_Significant,#N/A,-3.005,3,0,2,1,0,0,27.492,20.883,26.903,27.833,27.936,28.523,,24.4,1.0
508,O95104,"Splicing factor, arginine/serine-rich 15",SCAF4,0.656,0.577,,Not_Significant,#N/A,0.577,1,0,1,0,0,0,21.606,20.949,21.223,19.990,21.108,20.950,,24.4,1.0
509,O95154,Aflatoxin B1 aldehyde reductase member 3,AKR7A3,0.759,0.826,,Not_Significant,#N/A,0.826,3,2,3,0,0,0,21.232,21.583,21.220,21.224,20.747,19.587,,24.3,1.0
511,O95163,Elongator complex protein 1,IKBKAP,1.454,0.793,,Not_Significant,#N/A,0.793,8,10,14,7,5,5,23.225,23.288,23.539,22.822,22.760,22.090,,24.3,1.0
512,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,0.057,0.155,,Not_Significant,#N/A,0.155,1,0,3,1,0,2,20.923,22.366,22.496,22.769,20.220,22.331,,24.3,1.0
517,O95232,Luc7-like protein 3,LUC7L3,0.822,-0.585,,Not_Significant,#N/A,-0.585,9,6,7,6,7,6,24.000,23.125,23.688,23.922,24.048,24.598,,24.3,1.0
519,O95238,SAM pointed domain-containing Ets transcription factor,SPDEF,1.368,0.752,,Not_Significant,#N/A,0.752,1,2,2,0,0,0,21.051,21.819,21.658,20.639,20.665,20.968,,24.3,1.0
520,O95239,Chromosome-associated kinesin KIF4A,KIF4A,0.036,-0.066,,Not_Significant,#N/A,-0.066,3,1,3,0,0,0,20.261,19.024,20.845,20.605,20.211,19.511,,24.3,1.0
523,O95292,Vesicle-associated membrane protein-associated protein B/C,VAPB,0.561,-0.147,,Not_Significant,#N/A,-0.147,4,1,5,7,3,3,23.235,22.935,23.225,23.403,23.213,23.220,,24.3,1.0
525,O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,0.862,-0.961,,Not_Significant,#N/A,-0.961,1,1,1,1,2,2,22.738,23.042,22.659,23.025,23.562,24.737,,24.3,1.0
527,O95340,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 2;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,PAPSS2,0.400,0.256,,Not_Significant,#N/A,0.256,13,8,7,2,3,3,23.057,22.854,23.584,22.584,23.075,23.066,,24.3,1.0
528,O95347,Structural maintenance of chromosomes protein 2,SMC2,1.967,0.253,,Not_Significant,#N/A,0.253,24,22,34,16,14,10,23.791,23.890,23.873,23.692,23.550,23.552,,24.3,1.0
529,O95352,Ubiquitin-like modifier-activating enzyme ATG7,ATG7,0.058,0.238,,Not_Significant,#N/A,0.238,3,0,2,0,1,0,22.756,19.417,22.470,20.266,23.202,20.463,,24.2,1.0
534,O95373,Importin-7,IPO7,2.682,0.472,,Not_Significant,#N/A,0.472,6,11,11,5,7,3,28.465,28.643,28.457,28.054,28.001,28.095,,24.2,1.0
535,O95376,E3 ubiquitin-protein ligase ARIH2,ARIH2,1.082,0.606,,Not_Significant,#N/A,0.606,2,4,3,0,1,0,20.707,21.160,21.525,20.662,20.617,20.294,,24.2,1.0
538,O95396,Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase,MOCS3,1.254,1.684,,Not_Significant,#N/A,1.684,5,4,5,1,1,1,22.387,22.523,22.928,19.834,21.010,21.941,,24.2,1.0
539,O95400,CD2 antigen cytoplasmic tail-binding protein 2,CD2BP2,0.844,1.028,,Not_Significant,#N/A,1.028,5,5,4,4,1,2,22.388,22.580,22.233,21.963,20.259,21.893,,24.2,1.0
542,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,0.908,0.321,,Not_Significant,#N/A,0.321,9,8,13,7,9,7,23.815,23.938,24.012,23.493,23.402,23.905,,24.2,1.0
545,O95470,Sphingosine-1-phosphate lyase 1,SGPL1,0.392,0.832,,Not_Significant,#N/A,0.832,4,3,4,0,0,2,22.225,22.408,22.439,19.857,21.807,22.912,,24.2,1.0
546,O95486,Protein transport protein Sec24A,SEC24A,2.519,0.750,,Not_Significant,#N/A,0.750,4,2,6,4,1,2,22.715,22.764,22.889,22.221,21.859,22.040,,24.2,1.0
547,O95487,Protein transport protein Sec24B,SEC24B,0.898,-1.053,,Not_Significant,#N/A,-1.053,1,0,1,1,1,2,21.741,22.364,20.625,22.389,23.029,22.470,,24.2,1.0
549,O95571,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,0.545,-1.390,,Not_Significant,#N/A,-1.390,2,1,2,2,3,1,22.497,19.040,22.346,22.692,22.680,22.681,,24.2,1.0
550,O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3,1.250,0.556,,Not_Significant,#N/A,0.556,7,7,4,2,2,1,22.965,22.867,22.452,22.480,22.083,22.055,,24.1,1.0
555,O95630,STAM-binding protein,STAMBP,0.879,0.367,,Not_Significant,#N/A,0.367,4,3,1,1,1,1,21.737,22.110,22.387,21.793,21.629,21.712,,24.1,1.0
559,O95757,Heat shock 70 kDa protein 4L,HSPA4L,0.953,0.807,,Not_Significant,#N/A,0.807,12,5,5,4,5,2,23.548,23.060,22.252,22.384,22.042,22.013,,24.1,1.0
560,O95758,Polypyrimidine tract-binding protein 3,PTBP3,1.987,-0.535,,Not_Significant,#N/A,-0.535,4,3,6,4,4,2,23.540,23.140,23.295,23.888,23.840,23.853,,24.1,1.0
562,O95782,AP-2 complex subunit alpha-1,AP2A1,0.716,0.234,,Not_Significant,#N/A,0.234,16,12,12,9,6,5,23.543,23.846,23.939,23.542,23.386,23.698,,24.1,1.0
563,O95785,Protein Wiz,WIZ,1.284,1.228,,Not_Significant,#N/A,1.228,1,0,1,0,0,1,22.538,22.667,22.534,21.603,21.967,20.483,,24.1,1.0
565,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,0.283,-0.089,,Not_Significant,#N/A,-0.089,6,4,7,4,6,3,23.317,23.167,23.076,23.201,23.483,23.144,,24.1,1.0
567,O95816,BAG family molecular chaperone regulator 2,BAG2,0.957,0.754,,Not_Significant,#N/A,0.754,3,4,3,2,2,1,24.907,24.539,25.737,24.387,24.429,24.103,,24.1,1.0
568,O95817,BAG family molecular chaperone regulator 3,BAG3,1.119,1.522,,Not_Significant,#N/A,1.522,6,4,3,1,1,0,23.043,22.719,22.394,21.462,22.098,20.031,,24.1,1.0
570,O95833,Chloride intracellular channel protein 3,CLIC3,0.738,0.372,,Not_Significant,#N/A,0.372,12,18,14,6,7,7,24.960,25.093,25.153,24.255,24.849,24.985,,24.1,1.0
571,O95834,Echinoderm microtubule-associated protein-like 2,EML2,0.991,0.582,,Not_Significant,#N/A,0.582,7,7,6,3,4,4,23.137,23.595,23.259,23.123,22.819,22.304,,24.0,1.0
572,O95861,"3(2),5-bisphosphate nucleotidase 1",BPNT1,1.795,0.657,,Not_Significant,#N/A,0.657,5,5,9,4,1,3,23.898,23.918,24.029,23.560,23.010,23.303,,24.0,1.0
575,O95994,Anterior gradient protein 2 homolog,AGR2,0.450,0.307,,Not_Significant,#N/A,0.307,6,5,5,3,1,2,23.712,23.313,22.827,23.123,23.118,22.691,,24.0,1.0
576,O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,0.006,-0.008,,Not_Significant,#N/A,-0.008,6,3,3,3,1,2,22.553,23.676,23.002,23.154,22.634,23.465,,24.0,1.0
579,O96008,Mitochondrial import receptor subunit TOM40 homolog,TOMM40,1.314,1.115,,Not_Significant,#N/A,1.115,3,7,8,3,2,6,22.318,23.165,23.661,22.063,21.871,21.866,,24.0,1.0
580,O96013,Serine/threonine-protein kinase PAK 4,PAK4,0.836,0.401,,Not_Significant,#N/A,0.401,6,1,3,2,0,1,22.153,22.345,22.779,21.869,22.269,21.938,,24.0,1.0
584,P00338,L-lactate dehydrogenase A chain,LDHA,1.726,0.578,,Not_Significant,#N/A,0.578,18,24,15,9,6,8,25.625,26.121,25.745,25.271,25.204,25.281,,24.0,1.0
585,P00367;P49448,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2,0.449,-0.126,,Not_Significant,#N/A,-0.126,26,21,16,17,13,13,24.304,24.604,24.475,24.693,24.643,24.423,,24.0,1.0
588,P00390,"Glutathione reductase, mitochondrial",GSR,1.672,0.499,,Not_Significant,#N/A,0.499,7,4,9,2,3,3,23.782,24.177,24.003,23.408,23.422,23.634,,24.0,1.0
589,P00403,Cytochrome c oxidase subunit 2,MT-CO2,0.765,1.824,,Not_Significant,#N/A,1.824,3,2,4,2,3,2,24.648,23.698,24.148,23.480,23.324,20.218,,24.0,1.0
591,P00491,Purine nucleoside phosphorylase,PNP,1.799,1.015,,Not_Significant,#N/A,1.015,2,3,1,0,0,0,21.199,21.518,21.416,20.548,20.644,19.897,,23.9,1.0
592,P00492,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,1.039,1.160,,Not_Significant,#N/A,1.160,1,2,1,0,0,0,20.308,21.879,21.329,20.429,19.560,20.048,,23.9,1.0
593,P00505,"Aspartate aminotransferase, mitochondrial",GOT2,0.181,-0.173,,Not_Significant,#N/A,-0.173,9,9,10,12,6,8,23.929,24.512,24.256,24.997,23.893,24.324,,23.9,1.0
594,P00558,Phosphoglycerate kinase 1,PGK1,1.223,0.409,,Not_Significant,#N/A,0.409,59,49,41,34,31,26,27.483,27.475,27.109,27.097,26.979,26.765,,23.9,1.0
595,P00568,Adenylate kinase isoenzyme 1,AK1,0.364,0.176,,Not_Significant,#N/A,0.176,5,3,2,3,4,2,23.446,23.823,23.253,23.276,23.549,23.169,,23.9,1.0
599,P00966,Argininosuccinate synthase,ASS1,0.202,0.125,,Not_Significant,#N/A,0.125,3,4,5,1,1,1,23.166,23.379,23.643,23.460,22.880,23.473,,23.9,1.0
605,P0DOX5;P01857;P01860,Ig gamma-1 chain C region;Ig gamma-3 chain C region,IGHG1;IGHG3,1.534,-1.487,,Not_Significant,#N/A,-1.487,1,0,3,5,2,2,27.382,28.564,28.657,29.607,29.430,30.027,,23.9,1.0
608,P02545,Prelamin-A/C;Lamin-A/C,LMNA,0.546,0.172,,Not_Significant,#N/A,0.172,95,91,109,69,75,77,27.660,27.567,28.015,27.535,27.633,27.557,,23.9,1.0
610,P02786,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,0.380,0.180,,Not_Significant,#N/A,0.180,28,29,27,19,22,21,24.725,25.232,25.053,24.620,24.780,25.071,,23.9,1.0
616,P04075,Fructose-bisphosphate aldolase A,ALDOA,0.956,0.322,,Not_Significant,#N/A,0.322,60,59,48,49,43,36,28.015,28.243,27.815,27.833,27.763,27.510,,23.9,1.0
618,P04083,Annexin A1,ANXA1,0.462,1.310,,Not_Significant,#N/A,1.310,3,10,0,0,0,0,21.213,24.124,20.134,20.616,19.975,20.948,,23.8,1.0
620,P04181,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,0.431,-0.349,,Not_Significant,#N/A,-0.349,4,8,5,3,8,5,22.392,23.223,22.310,22.671,23.319,22.982,,23.8,1.0
621,P04183,"Thymidine kinase, cytosolic",TK1,0.137,-0.111,,Not_Significant,#N/A,-0.111,6,6,7,4,2,2,23.715,23.551,23.511,24.275,23.510,23.324,,23.8,1.0
625,P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,1.029,0.453,,Not_Significant,#N/A,0.453,68,83,60,41,38,36,28.641,28.656,28.185,28.281,28.036,27.806,,23.8,1.0
631,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,1.163,0.316,,Not_Significant,#N/A,0.316,31,23,30,18,20,15,25.385,25.437,25.185,25.223,24.939,24.899,,23.8,1.0
632,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,1.270,0.443,,Not_Significant,#N/A,0.443,17,17,20,17,12,13,25.694,25.626,25.559,25.304,24.868,25.378,,23.8,1.0
633,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,0.822,1.356,,Not_Significant,#N/A,1.356,4,6,3,0,0,1,22.016,22.412,21.629,19.206,21.489,21.292,,23.8,1.0
634,Q93077;Q7L7L0;P04908,Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E,HIST1H2AC;HIST3H2A;HIST1H2AB,0.209,-0.853,,Not_Significant,#N/A,-0.853,9,4,5,3,1,4,25.659,24.685,20.643,24.055,24.266,25.226,,23.8,1.0
635,P05023;P13637,Sodium/potassium-transporting ATPase subunit alpha-1;Sodium/potassium-transporting ATPase subunit alpha-3,ATP1A1;ATP1A3,1.015,0.499,,Not_Significant,#N/A,0.499,6,9,7,2,3,4,22.850,23.606,23.203,22.592,22.721,22.849,,23.8,1.0
637,P05091,"Aldehyde dehydrogenase, mitochondrial",ALDH2,1.605,-0.699,,Not_Significant,#N/A,-0.699,11,15,21,12,14,12,26.844,26.202,26.337,27.102,27.240,27.139,,23.8,1.0
640,P05141,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,0.546,0.451,,Not_Significant,#N/A,0.451,9,13,10,9,10,8,24.949,26.105,25.317,24.759,25.200,25.061,,23.7,1.0
644,P05198,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,1.219,0.270,,Not_Significant,#N/A,0.270,30,25,21,14,12,11,26.000,25.793,25.646,25.556,25.511,25.562,,23.7,1.0
645,P05204,Non-histone chromosomal protein HMG-17,HMGN2,0.348,-0.264,,Not_Significant,#N/A,-0.264,4,5,1,0,1,0,24.466,24.299,23.784,24.347,24.900,24.092,,23.7,1.0
647,P05387,60S acidic ribosomal protein P2,RPLP2,1.442,0.637,,Not_Significant,#N/A,0.637,13,12,10,7,6,6,25.636,26.133,25.557,25.307,25.142,24.967,,23.7,1.0
648,P05388;Q8NHW5,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,0.553,0.126,,Not_Significant,#N/A,0.126,22,29,26,11,11,18,26.764,26.828,26.744,26.771,26.460,26.728,,23.7,1.0
