Protein.Group	Protein.Ids	Protein.Names	Genes	Peptides	Min*(PG.Q.Value)	PrimaryCD4_plus_T_D001_IgG_IP_1	PrimaryCD4_plus_T_D017_IgG_IP_2	PrimaryCD4_plus_T_D029_IgG_IP_3	PrimaryCD4_plus_T_D035_IgG_IP_4	PrimaryCD4_plus_T_D001_GR_IP_1	PrimaryCD4_plus_T_D017_GR_IP_2	PrimaryCD4_plus_T_D029_GR_IP_3	PrimaryCD4_plus_T_D035_GR_IP_4	MCF7_230323_IgG_IP_1	MCF7_040423_IgG_IP_2	MCF7_270323_IgG_IP_3	MCF7_230323_GR_IP_1	MCF7_040423_GR_IP_2	MCF7_270323_GR_IP_3	231_230323_IgG_IP_1	231_040423_IgG_IP_2	231_270323_IgG_IP_3	231_040423_GR_IP_2	231_230323_GR_IP_1	231_270323_GR_IP_3	Jurkat_230323_IgG_IP_1	Jurkat_040423_IgG_IP_2	Jurkat_120423_IgG_IP_3	Jurkat_230323_GR_IP_1	Jurkat_040423_GR_IP_2	Jurkat_120423_GR_IP_3	KMBC2_230323_IgG_IP_1	KMBC2_120423_IgG_IP_2	KMBC2_270323_IgG_IP_3	KMBC2_120423_GR_IP_2	KMBC2_230323_GR_IP_1	KMBC2_270323_GR_IP_3	PrimaryBreastEpis_3137_IgG_IP_1	PrimaryBreastEpis_2528_IgG_IP_2	PrimaryBreastEpis_3353_IgG_IP_3	PrimaryBreastEpis _3137_GR_IP_1	PrimaryBreastEpis_2528_GR_IP_2	PrimaryBreastEpis_3353_GR_IP_3	PrimaryNHU_Y3018_IgG_IP_1	PrimaryNHU_Y2680_IgG_IP_2	PrimaryNHU_Y2332_IgG_IP_3	PrimaryNHU_Y3018_GR_IP_1	PrimaryNHU_Y2680_GR_IP_2	PrimaryNHU_Y2332_GR_IP_3	BB7_IgG_IP	BB7_GR_IP	BB3RC31_IgG_IP	BB3RC31_GR_IP	HBC34_IgG_IP	HBC34_GR_IP	MCF10A_GR_1	MCF10A_GR_2	MCF10A_GR_3	MCF10A_IgG_1	MCF10A_IgG_2	MCF10A_IgG_3
Q9NRG9	Q9NRG9	AAAS_HUMAN	AAAS	11	0.000198255	5244.599609	438.5571289	5569.926758	3570.170654	6443.583008	266.2980652	7370.39209	10054.8125	5834.314453	8581.111328	12607.86719	12939.96875	12792.76953	8815.380859	14267.55664	5634.992676	6812.574707	13555.50195	21432.35742	14318.64355	7557.981934	6812.512207	327.1101685	14691.51953	14312.48047	9332.253906	6122.820313	4250.772949	5303.541016	9973.756836	12288.94336	13721.09766	6387.782715	5295.121094	8809.462891	10883.63477	10482.26172	15528.63184	168.1695709	5068.35498	7996.992188	6332.839844	9390.540039	10540.37402	37493.48047	117014.25	47868.93359	96569.08594	42981.12109	93468.39844	9816.783203	10293.42969	7195.065918	6299.449219	220.8664246	8634.652344
Q9NRH3;P23258	Q9NRH3;P23258	TBG1_HUMAN;TBG2_HUMAN	TUBG1;TUBG2	12	0.000198255	239.8595123	438.5571289	2539.793945	297.6243591	132.5910492	6080.396484	7673.809082	7286.383301	8845.967773	6489.260742	13158.27637	13601.95996	13746.8291	11492.3125	10847.69824	6583.881836	7541.460938	18905.2793	33392.70703	12136.25684	4967.890137	6218.01709	327.1101685	26516.46289	14136.23633	15341.74707	9100.790039	6851.812988	5810.821777	18275.23047	34690.42578	18323.80469	5424.237305	9410.541992	7225.039063	34625.60156	37815.20313	39686.76563	168.1695709	5169.77832	6826.515137	10050.25879	13060.94531	19874.65625	24597.22852	77436.78125	66328.16406	204743.5938	39712.88281	107665.9453	9250.005859	7551.601074	14185.15234	229.3587646	5806.733398	8020.786621
Q9NRK6	Q9NRK6	ABCBA_HUMAN	ABCB10	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	9032.635742	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3976.336426	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	29335.00781	32164.20703	11426.2207	10343.10547	10304.15137	9661.762695	7223.108887	601.3488159	353.5231018	229.3587646	220.8664246	17144.14844
Q9NRL2	Q9NRL2	BAZ1A_HUMAN	BAZ1A	15	0.000200401	2321.610596	438.5571289	338.4084473	3200.069092	4360.181641	7366.838379	8449.279297	9361.208984	14973.50977	4875.375488	5517.227539	7815.727051	11467.12109	11017.69434	4898.767578	221.932663	4484.013672	9557.350586	18118.53711	9145.499023	4208.787109	4410.191406	327.1101685	7856.799316	9177.430664	5094.279785	73.56000519	470.7331543	1830.942871	10002.21387	7272.775391	14035.42383	295.8492126	4610.114746	5958.61377	7868.799805	9975.912109	7070.412109	168.1695709	4274.838379	6139.758789	5102.772461	5341.839844	5006.437988	12790.22363	4429.390625	39376.20313	5151.121094	20577.57422	11186.05078	14154.99902	20713.11328	20051.98438	4047.910889	1372.755737	5393.636719
Q9NRL3	Q9NRL3	STRN4_HUMAN	STRN4	9	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	6809.462891	6457.775879	7168.223633	7919.429199	11593.3291	8947.915039	6832.884277	5305.110352	414.9482422	13431.10645	11013.79688	15224.92676	287.7946777	428.5979614	327.1101685	7104.744141	6007.053711	6684.64209	3634.903809	470.7331543	347.9763794	8234.8125	9167.772461	10471.95898	4556.272461	5205.318848	400.1837463	11426.61133	17245.66406	7725.65918	168.1695709	350.9399109	384.8471985	7930.584473	6036.897949	6436.129883	17281.62695	37464.94531	15727.73926	45165.45703	12681.54688	41811.09375	5550.071777	8697.755859	9540.720703	6222.101563	220.8664246	4850.288086
Q9NRN7	Q9NRN7	ADPPT_HUMAN	AASDHPPT	7	0.000215517	239.8595123	1774.422852	338.4084473	297.6243591	2942.254395	5283.63623	4900.324707	5429.534668	2958.954834	3407.655273	3811.023438	3049.379639	7048.958008	3092.241699	3473.93042	2025.901733	414.9482422	7806.298828	10482.25879	6181.252441	287.7946777	428.5979614	327.1101685	12305.01367	11277.19043	6821.90332	2792.822021	470.7331543	2230.805908	9854.792969	11440.44336	13531.62988	1605.254272	389.4047852	2916.265137	5748.992188	4394.346191	5541.007324	168.1695709	1667.968628	384.8471985	5412.318848	4462.185547	4764.064453	4358.195801	9660.553711	4764.768555	4348.901367	3367.750244	4167.709961	11620.10449	14773.84375	17082.83398	3595.084961	3561.41626	5123.333496
Q9NRN9	Q9NRN9	METL5_HUMAN	METTL5	2	0.000261643	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	1876.892212	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	1900.152344	2969.465332	2381.293213	2971.19458	287.7946777	2102.858154	327.1101685	5632.368652	12683.86816	4643.374023	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	2970.022461	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	2305.632324	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NRP0	Q9NRP0	OSTC_HUMAN	OSTC	2	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	10462.93457	168755.3281	8909.500977	119238.8125	8688.475586	70803.64844	380.9328003	2607.154053	1771.606323	229.3587646	220.8664246	325.0339966
Q9NRP7	Q9NRP7	STK36_HUMAN	STK36	3	0.000254712	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	1999.12085	1305.102051	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	844.7230225	232.1157532	221.932663	414.9482422	1687.463013	2344.936523	369.9564819	287.7946777	428.5979614	327.1101685	4535.346191	236.7562408	3510.572266	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	4973.916504	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	1947.276733	3093.283203	1157.015381	230.8133087	562.2915649	240.8029175	1313.563721	229.5314178	1207.039551	7294.202637	8667.712891	3683.054443	229.3587646	220.8664246	325.0339966
Q9NRR5	Q9NRR5	UBQL4_HUMAN	UBQLN4	6	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	2862.416504	200.033783	356.8092957	7593.48877	10439.2002	8031.595703	232.1157532	221.932663	414.9482422	7133.032715	8483.536133	5572.554688	287.7946777	428.5979614	327.1101685	4515.520508	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	4824.711426	4034.493408	6379.140625	295.8492126	389.4047852	400.1837463	444.7967834	2627.801025	707.8825073	168.1695709	350.9399109	384.8471985	4427.581055	380.0012207	479.5760193	14096.79492	38505.71875	15388.5918	30864.28711	11936.53613	34976.64453	6364.556152	8753.473633	6779.382813	229.3587646	220.8664246	325.0339966
Q9NRV9	Q9NRV9	HEBP1_HUMAN	HEBP1	7	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	5645.039063	6498.378906	8609.773438	7161.929688	12780.22754	11928.51758	5363.73291	5084.172852	414.9482422	22736.13867	15491.88672	12946.34375	287.7946777	428.5979614	327.1101685	5497.111816	236.7562408	348.4769897	7201.614258	5070.422363	7045.976074	27115.48828	50023.60156	36704.67969	5534.541504	5882.661133	5704.321289	14604.15332	17225.69727	18800.25	168.1695709	350.9399109	7063.682129	8599.018555	9846.070313	9560.944336	12338.74902	17170.22461	32745.36523	22546.76367	29032.89648	38371.41406	8558.141602	9196.188477	11231.71387	229.3587646	220.8664246	8456.726563
Q9NRW3	Q9NRW3	ABC3C_HUMAN	APOBEC3C	3	0.000215517	2937.061035	9909.972656	338.4084473	5959.70459	10672.52051	24101.94141	23980.22266	21980.91406	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	7089.588379	6772.481934	6216.951172	18496.64648	23101.47656	12835.92773	287.7946777	428.5979614	327.1101685	7182.4375	8335.670898	4981.217285	7752.134277	470.7331543	347.9763794	10433.54883	15828.83984	11276.50391	9933.508789	7504.141113	3978.154541	26605.35742	18702.12305	14932.09277	168.1695709	8385.777344	12942.97266	19627.36523	23317.68164	22336.13672	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NRW7	Q9NRW7	VPS45_HUMAN	VPS45	19	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	1650.067871	204.8419952	7713.202637	7262.639648	10666.96875	13237.5	17241.17578	10227.13867	4019.662598	221.932663	6923.895508	11821.77734	13643.47559	12718.96777	4605.087402	428.5979614	327.1101685	9674.797852	4301.651367	348.4769897	73.56000519	470.7331543	347.9763794	7516.961426	16536.26367	10158.65137	8147.246094	9191.291016	8235.856445	21004.55664	17468.18359	16562.47852	168.1695709	350.9399109	7455.624512	7512.938477	380.0012207	11402.3291	49614.04688	231153.0938	45711.91406	207558.8438	45973.60938	204307.4063	8812.005859	9175.362305	11483.97559	6796.101074	1347.240845	7511.267578
Q9NRX1	Q9NRX1	PNO1_HUMAN	PNO1	5	0.000198255	239.8595123	438.5571289	3090.808594	3837.226563	132.5910492	3470.338623	4202.880859	4364.557617	4037.429199	5007.166504	7680.208496	6568.060547	11885.49902	8283.007813	7926.113281	3986.239014	10746.0293	10070.70117	15077.53711	15662.03711	2521.130371	4696.520996	327.1101685	5105.783691	8770.000977	3685.535156	3327.56543	1984.047607	347.9763794	7458.09375	5860.245117	10241.97949	1685.360962	2708.684082	6299.447266	4939.447266	7818.693359	13498.0332	2657.098145	350.9399109	5879.037598	3572.759277	4376.161621	8343.911133	6928.990234	4042.112061	19287.89844	8555.548828	9000.453125	8551.516602	8531.310547	19562.66406	8200.400391	3042.192139	5206.657227	5617.036621
Q9NRX2	Q9NRX2	RM17_HUMAN	MRPL17	4	0.000200401	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	2466.378418	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	311.7051392	389.4047852	922.5245361	444.7967834	2809.463135	707.8825073	168.1695709	350.9399109	384.8471985	2583.372803	2631.564941	2435.189453	30602.73438	5172.227539	20164.45117	4905.822266	25235.37695	6209.746094	380.9328003	4641.302734	4052.445801	2652.729004	3105.131104	10161.74316
Q9NRX4	Q9NRX4	PHP14_HUMAN	PHPT1	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	6681.374512	15658.55664	13925.49609	11799.05273	290.2232666	6445.092773	6837.250977	12333.9209	19598.78516	12324.43652	5611.277832	6724.86377	6024.155273	33867.27734	21840.39258	18882.89063	287.7946777	428.5979614	327.1101685	12790.20313	12982.57422	16995.53711	3867.675537	470.7331543	6436.656738	23671.70703	21698.18359	33219.41016	8571.088867	9116.374023	7251.185547	39220.02344	39372.125	16466.16992	7752.683594	9726.670898	11088.95215	24293.35156	18926.78906	18239.21875	11332.00879	26831.12695	25789.36523	46455.41016	14628.15039	28865.86133	39625.75	40933.43359	38472.05078	7783.065918	5517.116699	11941.64941
Q9NRX5	Q9NRX5	SERC1_HUMAN	SERINC1	2	0.000228363	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	7952.250488	13035.56055	240.8029175	4624.26416	4443.566406	7234.354004	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NRY4	Q9NRY4	RHG35_HUMAN	ARHGAP35	20	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	1604.712036	4881.21875	5043.109863	4488.225098	6338.507813	5052.116699	5399.175781	3999.904785	414.9482422	5958.205566	6511.01123	5425.749512	287.7946777	428.5979614	327.1101685	5217.664063	5222.035156	2563.06958	3004.510986	470.7331543	347.9763794	5877.217773	9118.167969	6831.404297	295.8492126	389.4047852	400.1837463	5302.017578	5587.873047	3064.509277	168.1695709	350.9399109	384.8471985	5234.847168	380.0012207	5079.348633	8903.885742	21872.67773	13581.99902	37058.46875	13377.72754	35005.9375	6510.804199	6130.807129	6272.675293	6540.900879	2419.491455	6190.921875
Q9NRY5	Q9NRY5	F1142_HUMAN	FAM114A2	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	18384.36914	46398.76563	9158.43457	13117.3916	7902.675293	30592.36133	5988.195801	601.3488159	353.5231018	229.3587646	220.8664246	5627.033203
Q9NRZ7	Q9NRZ7	PLCC_HUMAN	AGPAT3	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	14927.14063	89375.59375	10483.81543	43676.29297	6647.520996	37913.10938	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NRZ9	Q9NRZ9	HELLS_HUMAN	HELLS	17	0.000215517	239.8595123	438.5571289	338.4084473	5777.687988	8662.381836	15210.12988	18613.0957	16283.39258	5928.885254	6555.001953	7568.754883	9547.338867	11771.45898	8546.791016	8058.12207	221.932663	11386.24414	27252.5	28131.20703	26987.86914	7539.4375	8828.009766	327.1101685	31788.60938	30842.24219	21708.82813	5499.907227	5680.932129	347.9763794	14513.88965	14426.25391	20270.0957	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	8061.192871	240.8029175	10195.39355	7549.513184	10479.50293	8022.456543	8387.428711	11935.68359	229.3587646	220.8664246	325.0339966
Q9NS56	Q9NS56	TOPRS_HUMAN	TOPORS	2	0.003610108	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	1506.303589	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	850.2861328	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	1506.209229	350.9399109	384.8471985	32309.875	50103.78125	18137.64844	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NS69	Q9NS69	TOM22_HUMAN	TOMM22	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	5370.443848	356.8092957	254.6159058	5957.285156	5011.618652	2801.135498	221.932663	3102.286865	17457.3125	15567.46484	9631.694336	287.7946777	428.5979614	327.1101685	3621.129395	5376.199707	348.4769897	2927.916992	470.7331543	3799.202148	9360.455078	16276.40234	14700.32227	10588.6416	12868.79004	7453.072266	20934.50977	37371.39063	17419.32227	168.1695709	350.9399109	3673.603516	262.2817993	5822.88916	6423.718262	49153.73047	199697.7031	77308.80469	171973.6563	78467	214286.9688	380.9328003	9574.295898	8558.277344	229.3587646	220.8664246	8060.611328
Q9NS86	Q9NS86	LANC2_HUMAN	LANCL2	5	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	3660.653076	290.2232666	200.033783	356.8092957	4087.64624	10257.42773	5501.996582	2732.218506	221.932663	414.9482422	11186.90723	6847.036621	11433.2627	287.7946777	428.5979614	327.1101685	4878.876953	8484.745117	3157.841797	73.56000519	470.7331543	347.9763794	9957.62207	11343.27832	14524.07031	3623.582031	389.4047852	400.1837463	14271.10449	17205.08203	13659.98145	168.1695709	350.9399109	384.8471985	2629.011475	8374.732422	7327.330078	18715.07617	32839.26953	28527.41406	15960.12012	26641.27539	36314.49219	4959.15918	4176.267578	353.5231018	229.3587646	220.8664246	325.0339966
Q9NS87	Q9NS87	KIF15_HUMAN	KIF15	18	0.000198255	239.8595123	438.5571289	338.4084473	3135.875977	132.5910492	3243.25415	299.2000427	3221.272949	290.2232666	200.033783	3811.249023	3513.011475	3578.510986	3108.940674	3173.395752	3373.311035	3252.822266	4810.022461	6607.000488	5765.283203	3268.908447	5435.744629	3125.65625	9257.976563	10659.95313	7467.083984	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	5409.293457	10688.0752	13654.1084	32879.48047	8260.279297	24344.01758	3747.078613	5367.108398	4395.63623	3265.423584	3766.797607	4916.582031
Q9NS91	Q9NS91	RAD18_HUMAN	RAD18	7	0.000235627	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	5423.492676	4476.55127	4682.056641	290.2232666	200.033783	356.8092957	254.6159058	4104.017578	3795.429443	4330.978027	3683.050781	3566.022705	13951.59473	13656.36426	13318.78711	2554.038818	3593.474854	327.1101685	5660.874023	11551.76758	4585.845215	2334.730469	470.7331543	1729.542114	2101.855713	2432.537354	3416.547852	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	2804.773438	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	2813.807861	229.3587646	220.8664246	325.0339966
Q9NSB2;KRHB4_HUMAN	Q9NSB2;KRHB4_HUMAN	KRT84_HUMAN	KRT84	13	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	13920.9209	299.2000427	204.8419952	17473.92773	31899.67578	21576.36914	254.6159058	7066.635742	304.2036743	232.1157532	18110.41016	414.9482422	421.1134338	23899.79102	369.9564819	287.7946777	428.5979614	1300.657715	388.1054688	236.7562408	348.4769897	73.56000519	63809.35156	43390.23828	407248.875	5615.991699	123589.1563	295.8492126	34957.30469	400.1837463	23365.97656	486.6138611	707.8825073	40498.57422	25131.16797	384.8471985	19262.53711	33185.26172	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NSB8	Q9NSB8	HOME2_HUMAN	HOMER2	6	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	27608.94727	12239.61328	16371.49316	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
Q9NSC5	Q9NSC5	HOME3_HUMAN	HOMER3	8	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	3176.791504	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	3515.855225	5810.750488	6155.318848	7302.147461	4729.987305	4431.890137	60690.75781	62610.48828	40919.09766	168.1695709	1826.506104	5238.789063	4950.398926	5592.692871	3873.574463	230.8133087	9601.924805	240.8029175	6664.810059	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	3631.776123
Q9NSD9	Q9NSD9	SYFB_HUMAN	FARSB	14	0.000198255	2084.03125	5953.184082	4870.401367	4742.620605	7521.812988	8891.958008	8662.459961	12203.39844	21802.80078	16591.4707	19114.7793	34451.45703	33750.40625	15119.07617	16485.88281	11847.06543	11279.12109	30632.80859	42117.99609	41141.58594	12696.97461	17057.42188	8412.078125	31811.67969	44505.15625	23371.60938	11850.23633	7577.983398	9907.198242	21332.44531	35453.54688	30514.11328	39860.53906	30454.70508	25637.39648	65184.02344	59924.71094	39803.72266	9706.837891	15553.92285	21784.21289	28567.18359	32071.93359	40764.28125	72032.00781	102015.75	48894.69531	62142.48438	32571.57813	44292.95703	16166.96777	14996.94336	15596.90332	8573.194336	8173.753418	17542.31641
Q9NSE4	Q9NSE4	SYIM_HUMAN	IARS2	27	0.000198255	239.8595123	438.5571289	338.4084473	1982.987671	132.5910492	266.2980652	299.2000427	3281.668945	5232.345703	4468.689941	8155.838379	4477.412598	6173.331055	7258.408691	5452.950195	6334.972656	6357.041504	7245.19043	11572.36816	10339.99023	5119.258301	5941.757813	327.1101685	10385.1748	10871.47754	5806.14209	2331.266602	470.7331543	2973.363281	6230.835449	13269.90527	9189.580078	13658.32324	12958.02441	10331.66016	23921.50586	23605.18945	15706.51074	5956.351563	7850.002441	10231.83398	15694.5293	19538.56055	17817.69336	76151.32813	162517.4531	150360.0156	110098.5234	76658.4375	127916.1094	29419.21289	30371.79492	28689.35938	17164.0332	15164.24414	56559.67578
Q9NSG2	Q9NSG2	CA112_HUMAN	C1orf112	7	0.000235627	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	2270.534424	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	1388.791382	304.2036743	232.1157532	221.932663	414.9482422	7962.710449	7245.480469	5391.82959	287.7946777	428.5979614	327.1101685	3329.899414	236.7562408	2324.269043	73.56000519	470.7331543	347.9763794	3442.616211	2544.263184	3719.362305	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	3293.475586	3969.526123	229.5314178	229.5675659	380.9328003	7424.279297	4999.237305	229.3587646	220.8664246	325.0339966
Q9NSI2	Q9NSI2	SLX9_HUMAN	SLX9	7	0.000215517	239.8595123	2568.139648	2494.046143	297.6243591	1680.203491	4556.067871	3737.233154	4260.856934	5298.081543	5657.395508	6499.245605	11965.62793	14822.68555	13936.65918	4435.303711	1928.698364	8405.329102	12780.30469	13565.97266	16842.54883	287.7946777	4321.300293	327.1101685	5126.095215	9908.800781	4112.323242	1766.585571	4108.411133	2351.443359	9912.733398	11327.06445	10199.0498	1330.324707	875.9568481	5789.345215	4061.330811	4657.451172	12518.75293	168.1695709	852.9055176	2343.969727	3979.849365	3273.3479	7642.775879	230.8133087	562.2915649	4261.384766	377.5259094	229.5314178	229.5675659	9868.174805	17653.18945	12002.05957	3275.47876	2885.902832	6444.260742
Q9NSI6;Q8WWQ0	Q9NSI6;Q8WWQ0	BRWD1_HUMAN;PHIP_HUMAN	BRWD1;PHIP	2	0.000205002	2673.756104	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	3462.094482	4780.544434	1477.140015	200.033783	356.8092957	5169.865723	277.1142273	4573.04541	4413.64502	221.932663	414.9482422	3809.469238	4601.028809	3437.723389	4687.69043	4490.435547	327.1101685	5590.274414	4540.905762	348.4769897	5760.125488	3467.598633	347.9763794	3888.478271	373.2294922	2205.66626	295.8492126	389.4047852	400.1837463	444.7967834	3403.315186	1466.536133	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	43874.87109	8937.914063	23973.70508	5827.731445	11142.25684	229.5675659	9140.439453	10051.47656	10562.88574	229.3587646	220.8664246	6415.774414
