Protein.Group	Protein.Ids	Protein.Names	Genes	Peptides	Min*(PG.Q.Value)	PrimaryCD4_plus_T_D001_IgG_IP_1	PrimaryCD4_plus_T_D017_IgG_IP_2	PrimaryCD4_plus_T_D029_IgG_IP_3	PrimaryCD4_plus_T_D035_IgG_IP_4	PrimaryCD4_plus_T_D001_GR_IP_1	PrimaryCD4_plus_T_D017_GR_IP_2	PrimaryCD4_plus_T_D029_GR_IP_3	PrimaryCD4_plus_T_D035_GR_IP_4	MCF7_230323_IgG_IP_1	MCF7_040423_IgG_IP_2	MCF7_270323_IgG_IP_3	MCF7_230323_GR_IP_1	MCF7_040423_GR_IP_2	MCF7_270323_GR_IP_3	231_230323_IgG_IP_1	231_040423_IgG_IP_2	231_270323_IgG_IP_3	231_040423_GR_IP_2	231_230323_GR_IP_1	231_270323_GR_IP_3	Jurkat_230323_IgG_IP_1	Jurkat_040423_IgG_IP_2	Jurkat_120423_IgG_IP_3	Jurkat_230323_GR_IP_1	Jurkat_040423_GR_IP_2	Jurkat_120423_GR_IP_3	KMBC2_230323_IgG_IP_1	KMBC2_120423_IgG_IP_2	KMBC2_270323_IgG_IP_3	KMBC2_120423_GR_IP_2	KMBC2_230323_GR_IP_1	KMBC2_270323_GR_IP_3	PrimaryBreastEpis_3137_IgG_IP_1	PrimaryBreastEpis_2528_IgG_IP_2	PrimaryBreastEpis_3353_IgG_IP_3	PrimaryBreastEpis _3137_GR_IP_1	PrimaryBreastEpis_2528_GR_IP_2	PrimaryBreastEpis_3353_GR_IP_3	PrimaryNHU_Y3018_IgG_IP_1	PrimaryNHU_Y2680_IgG_IP_2	PrimaryNHU_Y2332_IgG_IP_3	PrimaryNHU_Y3018_GR_IP_1	PrimaryNHU_Y2680_GR_IP_2	PrimaryNHU_Y2332_GR_IP_3	BB7_IgG_IP	BB7_GR_IP	BB3RC31_IgG_IP	BB3RC31_GR_IP	HBC34_IgG_IP	HBC34_GR_IP	MCF10A_GR_1	MCF10A_GR_2	MCF10A_GR_3	MCF10A_IgG_1	MCF10A_IgG_2	MCF10A_IgG_3
A0A0B4J2F2;P57059	A0A0B4J2F2;P57059	SIK1B_HUMAN;SIK1_HUMAN	SIK1;SIK1B	2	0.00026455	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	5233.54834	2557.404541	232.1157532	221.932663	414.9482422	3294.710449	3334.116943	2644.229004	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	5638.371094	4839.553711	6512.02832	295.8492126	389.4047852	400.1837463	4422.644043	4034.902832	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	2948.322266	3628.581543	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	3270.28418	4240.874023	6807.733398	229.3587646	220.8664246	325.0339966
A0A1B0GTU1;O75152	A0A1B0GTU1;O75152	ZC11A_HUMAN;ZC11B_HUMAN	ZC3H11A;ZC3H11B	3	0.000261643	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	7832.584961	299.2000427	5218.26123	3236.343506	3413.911865	3497.741699	3677.127686	7115.537109	5384.128906	4192.043457	221.932663	4596.833984	12978.02832	10225.80957	10543.5127	4208.162109	5223.20752	5813.834961	22075.9375	26063.72461	20053.37695	73.56000519	470.7331543	347.9763794	5521.269043	2404.766846	9769.337891	295.8492126	389.4047852	400.1837463	7863.469727	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	9919.567383	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A0A1B0GUS4;P68036	A0A1B0GUS4;P68036	UB2L3_HUMAN;UB2L5_HUMAN	UBE2L3;UBE2L5	3	0.000198255	239.8595123	438.5571289	8427.091797	4906.746582	4567.091309	18190.87305	25429.9668	19280.70313	290.2232666	7412.375977	9687.540039	8383.673828	20496.83008	12949.53516	8291.786133	8951.375	9440.018555	29086.89648	22960.17188	37754.32422	7341.477539	11232.39063	10168.60449	43682.33984	73147.59375	24030.41406	73.56000519	9173.111328	11842.4668	45991.82422	46300.37109	43815.80859	14198.16016	31261.57813	19403.54883	51352.45313	71843.59375	71140.65625	168.1695709	8656.59668	21677.64258	12897.53809	21428.92578	46654.6875	19871.99805	73440.75781	45160.96094	99928.375	50893.52344	98183.49219	66672.41406	66716.57031	57967.26172	229.3587646	220.8664246	26160.87305
A0A5B9;P0DSE2;P0DTU4;P01850	A0A5B9;P0DSE2;P0DTU4;P01850	TRBC1_HUMAN;TRBC2_HUMAN;TRBR1_HUMAN;TRBR2_HUMAN	TRB;TRBC1;TRBC2	3	0.000294985	239.8595123	9957.40918	9165.228516	10607.77637	6116.42041	16830.74414	12975.79102	46751.75	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	8998.022461	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A0AV02	A0AV02	S12A8_HUMAN	SLC12A8	4	0.000228363	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	13692.2041	41461.72266	240.8029175	11104.81445	229.5314178	8330.043945	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A0AV96	A0AV96	RBM47_HUMAN	RBM47	14	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	7971.410645	356.8092957	7361.227539	11354.46875	6951.121582	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	6972.031738	9413.759766	9252.301758	15730.55664	14544.6416	18619.95898	7676.720215	8230.326172	9608.564453	35194.90625	28395.85547	19922.35938	3329.560303	350.9399109	8350.078125	8422.444336	11755.00684	14636.93359	116691.7266	257964.7656	115401.875	256170.5313	71177.67188	213199.1719	9060.74707	8534.285156	6491.861328	229.3587646	220.8664246	325.0339966
A0AVF1	A0AVF1	IFT56_HUMAN	TTC26	8	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	7477.616699	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	17027.55273	26101.89453	20362.64453	46806.86328	14626.47363	50473.08203	7731.45752	7819.936035	9154.652344	229.3587646	220.8664246	325.0339966
A0AVK6	A0AVK6	E2F8_HUMAN	E2F8	2	0.000681663	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	9906.305664	7410.97998	7186.161133	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	9289.43457	9905.049805	15760.03613	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A0AVT1	A0AVT1	UBA6_HUMAN	UBA6	24	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	4227.261719	5258.947754	5406.27002	5753.319824	5370.98877	5363.180664	6851.102539	6593.961426	8203.254883	5478.631836	6164.1875	4887.574707	414.9482422	10645.80566	11752.17969	8062.084473	5875.187012	428.5979614	327.1101685	9883.419922	9171.487305	7170.440918	73.56000519	470.7331543	347.9763794	6791.074707	12154.63086	10907.16406	8554.461914	11423.70605	9623.480469	23897.95117	34256.76172	21775.01953	10470.27734	18097.88281	23940.52734	39957.39063	49315.08984	50495.40625	10859.65039	15367.0752	39294.26563	38158.26172	13849.48926	33258.11719	6042.774902	8497.420898	9069.598633	5158.999512	5891.56543	9265.047852
A0FGR8	A0FGR8	ESYT2_HUMAN	ESYT2	30	0.000198255	239.8595123	4537.623047	338.4084473	297.6243591	132.5910492	3412.883789	4011.236816	3729.96167	12548.62012	18088.89844	21875.13867	19692.79688	26437.3457	19220.03906	11702.11426	13504.52051	8700.725586	22110.98438	25388.12891	18940.30078	7893.544922	9812.53125	7796.979004	17371.4707	12155.34668	11779.98438	12404.63672	7626.855469	8483.195313	17848.19336	46322.98047	26043.19531	41390.25781	51832.24219	49605.02344	74364.71094	87785.875	72148.22656	5487.48291	9125.887695	13446.5	12022.43555	19577.80273	19582.31641	155388.5156	458410.7188	79304.625	254672.7813	67791.91406	187846.3281	14691.86328	14111.32422	14440.61035	11907.14355	10479.18848	19243.57031
A0JLT2	A0JLT2	MED19_HUMAN	MED19	2	0.000205002	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	1826.313843	290.2232666	200.033783	1803.317749	3497.462158	4495.765137	4860.608398	232.1157532	221.932663	414.9482422	8358.426758	290.9544678	5643.564941	287.7946777	428.5979614	327.1101685	388.1054688	3273.521484	348.4769897	1470.032349	470.7331543	347.9763794	6564.578613	4270.877441	3397.623779	295.8492126	389.4047852	400.1837463	444.7967834	4073.365723	2953.930176	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	8453.193359	377.5259094	4905.861816	229.5675659	8928.561523	10791.77441	6688.476074	229.3587646	220.8664246	3339.656982
A0JNW5	A0JNW5	UH1BL_HUMAN	UHRF1BP1L	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	3926.602783	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	2150.926758	4306.867188	295.8492126	1344.171631	400.1837463	4720.650391	2409.191406	2222.670898	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	6710.241211	15037.45313	9496.099609	11694.45703	4614.865234	18435.60938	380.9328003	3819.344971	353.5231018	229.3587646	220.8664246	325.0339966
A0MZ66	A0MZ66	SHOT1_HUMAN	SHTN1	8	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	4178.202148	4141.611328	5164.09082	6806.010254	4882.908691	232.1157532	221.932663	414.9482422	4453.79834	4488.68457	369.9564819	287.7946777	428.5979614	327.1101685	3909.6604	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	4504.432129	6293.63916	4119.089355	3488.270508	4783.301758	1945.196533	12080.38086	5557.905273	8593.944336	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	4265.581055	17367.49609	19865.19531	7513.079102	18164.2207	12923.38672	28488.48633	380.9328003	3444.685059	5351.91748	229.3587646	220.8664246	325.0339966
A0PJW6	A0PJW6	TM223_HUMAN	TMEM223	4	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	10772.68262	38547.30078	7099.51123	29163.52344	10059.15039	27419.66211	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A0PK00	A0PK00	T120B_HUMAN	TMEM120B	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	11310.4375	6672.346191	22267.3457	3762.814209	30726.37695	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1A4S6	A1A4S6	RHG10_HUMAN	ARHGAP10	3	0.000261986	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3247.819824	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	7693.646484	16640.16211	4290.290039	16090.22852	2732.591309	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1A5D9	A1A5D9	BICL2_HUMAN	BICDL2	10	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	7852.141113	389.4047852	8955.535156	7875.257813	10403.55078	10533.5293	168.1695709	350.9399109	5989.404297	262.2817993	380.0012207	479.5760193	11126.87988	59226.81641	19505.4082	121566.1016	15256.97656	98668.50781	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1IGU5	A1IGU5	ARH37_HUMAN	ARHGEF37	9	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	3230.851074	3888.37793	2529.737793	2626.122559	2390.608887	17789.71484	14565.73145	9881.439453	168.1695709	350.9399109	384.8471985	262.2817993	3841.70752	2838.723389	8267.714844	23923.95313	5423.652344	19224.56641	5384.178223	26422.53906	4513.765137	4171.867676	3855.992432	229.3587646	220.8664246	325.0339966
A1KZ92	A1KZ92	PXDNL_HUMAN	PXDNL	4	0.000200401	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	3841.89917	5402.169434	5555.0625	37999.32031	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1L020	A1L020	MEX3A_HUMAN	MEX3A	3	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	4443.918945	7204.734863	4316.913086	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	3637.903076	400.1837463	9458.947266	19938.78125	3881.054932	168.1695709	350.9399109	384.8471985	1885.407104	380.0012207	3607.532715	230.8133087	12650.58594	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1L020;Q6ZN04	A1L020;Q6ZN04	MEX3A_HUMAN;MEX3B_HUMAN	MEX3A;MEX3B	2	0.000225683	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	7701.048828	5699.213867	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	10775.37012	11563.53516	6954.412109	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	7066.037109	11077.34375	6901.83252	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1L0T0	A1L0T0	HACL2_HUMAN	ILVBL	19	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	1587.345215	204.8419952	5825.046875	3546.79126	8721.791016	7573.708008	10084.0791	9115.769531	5134.352051	4257.040527	414.9482422	7842.793945	14724.43945	5580.063965	287.7946777	428.5979614	327.1101685	5636.893066	4352.660645	348.4769897	9461.240234	3292.349365	3358.300293	10001.80469	34993.60156	15985.82617	10844.9834	11962.04004	13619.81348	19724.23438	18604.39844	14883.15527	3124.935059	5731.721191	7376.536133	8895.126953	9416.408203	10864.55273	65101.96094	332047.375	164843.7188	720641.8125	111516.5469	492016.6563	4811.164551	601.3488159	5889.122559	13611.96582	6991.612305	6573.305176
A1L170	A1L170	CA226_HUMAN	C1orf226	3	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	14449.7793	240.8029175	57158.92969	229.5314178	29853.61523	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1L390	A1L390	PKHG3_HUMAN	PLEKHG3	5	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	2973.473389	277.1142273	304.2036743	232.1157532	4095.43042	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	3221.816895	470.7331543	3006.880615	9172.501953	11173.47363	11212.71582	295.8492126	1383.80188	400.1837463	4711.102539	7968.861328	4253.179199	168.1695709	4256.063477	3285.965088	5022.586426	8580.010742	6310.502441	230.8133087	11067.08496	12373.76172	22120.91211	8106.576172	31728	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A1X283	A1X283	SPD2B_HUMAN	SH3PXD2B	10	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	5766.317383	304.2036743	232.1157532	3584.937012	3527.813232	7444.038086	7649.725586	4112.436523	287.7946777	428.5979614	327.1101685	8258.833008	236.7562408	4903.040527	73.56000519	470.7331543	6184.155273	6207.253906	7883.162598	12027.98047	16800.07813	16199.35449	7798.617188	21414.31836	45206.49609	13410.81445	8492.319336	8451.532227	384.8471985	9714.515625	5372.625	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	13023.10352	13275.25977	12024.3457	229.3587646	220.8664246	10967.21484
A1YPR0	A1YPR0	ZBT7C_HUMAN	ZBTB7C	5	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	26096.23047	18871.98438	19898.9707	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	12531.83594	168.1695709	350.9399109	384.8471985	262.2817993	9020.224609	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	1885.461182	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A2A3N6;Q99755	A2A3N6;Q99755	PI51A_HUMAN;PIPSL_HUMAN	PIP5K1A;PIPSL	5	0.000198255	239.8595123	438.5571289	937.460083	297.6243591	132.5910492	266.2980652	299.2000427	4368.677734	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	3829.654785	221.932663	414.9482422	5248.38623	6910.11084	4175.500977	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	4352.719238	339.4611206	295.8492126	389.4047852	400.1837463	2409.231934	6784.26123	2436.612793	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	8424.556641	22808.98828	4317.900879	12293.90918	2405.595459	8192.34668	2645.737061	601.3488159	2496.749756	229.3587646	220.8664246	2476.325195
A2RRP1	A2RRP1	NBAS_HUMAN	NBAS	46	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	911.9979248	299.2000427	204.8419952	290.2232666	6546.508789	356.8092957	1116.87207	3311.70752	304.2036743	2504.567139	819.8959961	414.9482422	2823.103027	2327.615479	4988.939941	287.7946777	428.5979614	327.1101685	2455.950439	4984.327148	348.4769897	73.56000519	470.7331543	347.9763794	1149.997314	6034.583984	1663.894043	2629.75293	3351.876465	7684.10498	8585.987305	14211.6123	5467.854004	168.1695709	2736.624512	2062.102051	4399.227051	4157.807617	6359.770508	108208.0859	643382.5	33771.37891	164061.5156	41447.50781	170737.7813	3333.113281	6248.694336	3747.032715	15984.2832	2439.712891	4277.04248
A2RTX5	A2RTX5	SYTC2_HUMAN	TARS3	3	0.000254712	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	5433.091309	5835.67627	254.6159058	277.1142273	3670.0354	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	348.4769897	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	6823.355469	295.8492126	389.4047852	400.1837463	4922.34082	5538.924805	707.8825073	168.1695709	350.9399109	384.8471985	5094.169922	2803.611816	4473.343262	230.8133087	3710.30542	2805.686523	2636.327881	2882.709229	3289.682373	8205.805664	601.3488159	8131.413086	229.3587646	220.8664246	325.0339966
A2RTX5;P26639	A2RTX5;P26639	SYTC2_HUMAN;SYTC_HUMAN	TARS1;TARS3	2	0.000215517	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	2388.925781	299.2000427	204.8419952	2159.720703	200.033783	2708.942871	3714.715332	2605.478516	2507.703125	2787.753418	3333.554688	3804.486328	10169.90723	11475.36035	6177.060059	2295.440674	2997.089844	2095.64502	4495.958008	5372.375977	2446.355957	73.56000519	2297.765625	347.9763794	3836.01709	5253.339844	6853.191895	4418.263672	6865.589844	4904.141602	7805.15332	14047.63281	8679.014648	1674.653442	2162.805664	3905.914795	4397.273926	4675.141602	6075.765625	6154.242676	6706.3125	240.8029175	4651.428223	229.5314178	229.5675659	380.9328003	4942.494141	2372.042236	229.3587646	220.8664246	325.0339966
A2RUB6	A2RUB6	CCD66_HUMAN	CCDC66	3	0.000261643	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4566.378906	299.2000427	204.8419952	290.2232666	200.033783	356.8092957	254.6159058	277.1142273	304.2036743	232.1157532	221.932663	414.9482422	421.1134338	290.9544678	369.9564819	287.7946777	428.5979614	327.1101685	16229.74902	14619.07422	10807.53125	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	295.8492126	389.4047852	400.1837463	444.7967834	486.6138611	707.8825073	168.1695709	350.9399109	384.8471985	262.2817993	380.0012207	479.5760193	230.8133087	562.2915649	240.8029175	377.5259094	229.5314178	229.5675659	380.9328003	601.3488159	353.5231018	229.3587646	220.8664246	325.0339966
A3KMH1	A3KMH1	VWA8_HUMAN	VWA8	49	0.000198255	239.8595123	438.5571289	338.4084473	5377.40918	132.5910492	266.2980652	299.2000427	204.8419952	290.2232666	3464.914063	5093.96582	14217.66699	11963.59473	6178.667969	232.1157532	221.932663	414.9482422	7809.700195	290.9544678	6298.150879	287.7946777	428.5979614	327.1101685	388.1054688	236.7562408	6400.649414	73.56000519	470.7331543	347.9763794	434.5157166	373.2294922	339.4611206	1283.906982	618.6968994	2107.470703	444.7967834	2731.311035	707.8825073	168.1695709	350.9399109	2710.321777	4026.826416	2069.562012	479.5760193	44591.33984	146028.0625	79696.89063	148498.2813	60899.92578	209012.4688	10247.31738	9313.076172	12704.03809	4860.014648	4024.632568	13045.30762
A3KN83	A3KN83	SBNO1_HUMAN	SBNO1	16	0.000198255	239.8595123	438.5571289	338.4084473	297.6243591	132.5910492	4250.411621	4788.529297	5274.842773	3908.177246	200.033783	3155.971191	4536.45459	6170.873047	5679.479492	4127.976074	221.932663	414.9482422	11828.71289	9952.382813	10519.41797	287.7946777	428.5979614	327.1101685	6243.243652	7906.827148	4774.186523	73.56000519	470.7331543	347.9763794	6387.121582	5032.887695	6587.615723	295.8492126	389.4047852	400.1837463	4284.120605	5116.375488	4979.427246	168.1695709	350.9399109	384.8471985	262.2817993	3161.148193	479.5760193	4245.45752	5584.586426	6100.236816	8146.617676	5350.14502	8181.879395	5702.071289	8751.185547	8180.365723	229.3587646	220.8664246	325.0339966
